Semester,Industror,Course,Section,Title,Course Count,Course Mean,Instr Count,Instr Mean,Response Percentage,Year
Spring,"Nichols, Rebecca",SM151,C2,Creating Value in the Global Economy,34,3.68,34,4.26,94%,2015
Spring,"Hutchinson, Paul",SM151,C3,Creating Value in the Global Economy,36,3.97,36,4.86,90%,2015
Spring,"Nichols, Rebecca",SM151,D2,Creating Value in the Global Economy,39,3.67,39,4.38,100%,2015
Spring,"Nichols, Rebecca",SM151,D3,Creating Value in the Global Economy,40,3.45,40,4.4,98%,2015
Fall,"Stolow, David",SM151,F2,Creating Value in the Global Economy,30,3.3,30,4.27,91%,2015
Fall,"Stolow, David",SM151,F3,Creating Value in the Global Economy,29,3.03,29,4.72,88%,2015
Fall,"McCormack, Kristen",SM151,F4,Creating Value in the Global Economy,39,3.36,39,4.54,98%,2015
Fall,"Fazendeiro, Fatema",SM151,F6,Creating Value in the Global Economy,37,2.81,37,4.32,95%,2015
Spring,"Newell, Cornelia",SM151,G2,Creating Value in the Global Economy,34,3.38,34,4.71,81%,2015
Spring,"McCormack, Kristen",SM151,G3,Creating Value in the Global Economy,34,3.71,33,4.39,85%,2015
Spring,"Newell, Cornelia",SM151,I2,Creating Value in the Global Economy,34,3.62,35,4.66,81%,2015
Spring,"Agan, Chuck",SM151,I3,Creating Value in the Global Economy,33,3.79,34,4.76,83%,2015
Spring,"Chung, Yoo Jin",SM151,J2,Creating Value in the Global Economy,32,3.81,32,4.31,84%,2015
Fall,"Agan, Chuck",SM151,L2,Creating Value in the Global Economy,35,3.49,35,4.91,92%,2015
Spring,"Chung, Yoo Jin",SM151,L2,Creating Value in the Global Economy,39,3.54,38,4.39,93%,2015
Fall,"Nichols, Rebecca",SM151,L3,Creating Value in the Global Economy,29,4.07,29,4.48,91%,2015
Spring,"McGinnis, Phyllis",SM151,L3,Creating Value in the Global Economy,37,3.76,36,4.47,90%,2015
Spring,"Sullivan, Elaine",SM208,A1,Career Management Seminar 2,43,3,43,3.91,78%,2015
Summer,"Rayel, Victoria",SM208,A1,Build Your Career Toolkit,3,4,3,4.67,150%,2015
Fall,"Rayel, Victoria",SM208,B1,Build Your Career Toolkit,14,3.21,13,4.08,88%,2015
Spring,"Sullivan, Elaine",SM208,B1,Career Management Seminar 2,47,2.09,47,3.11,85%,2015
Fall,"Tristani, Tony",SM208,C1,Build Your Career Toolkit,26,3.92,25,4.56,84%,2015
Spring,"McBride, Annette",SM208,C1,Career Management Seminar 2,16,3.75,15,4.73,89%,2015
Fall,"Sullivan, Elaine",SM208,D1,Build Your Career Toolkit,22,3.41,21,4.43,88%,2015
Spring,"McBride, Annette",SM208,E1,Career Management Seminar 2,21,3,21,3.86,95%,2015
Fall,"Sharit, Rochelle",SM208,F1,Build Your Career Toolkit,45,2.91,45,3.47,92%,2015
Fall,"Sharit, Rochelle",SM208,F2,Build Your Career Toolkit,45,2.56,44,3.16,83%,2015
Spring,"Anastasi, Tom",SM209,A1,Career Management Seminar 2 (intensive),37,3.7,37,4.59,70%,2015
Summer,"Rayel, Victoria",SM209,A1,Explore Your Career and Build Your Toolkit,5,4.8,5,5,71%,2015
Fall,"Sullivan, Richard",SM209,B1,Explore Your Career and Build Your Toolkit,9,4,10,4.5,100%,2015
Spring,"Sullivan, Richard",SM209,B1,Career Management Seminar 2 (intensive),46,3.67,47,4.3,85%,2015
Fall,"Sullivan, Richard",SM209,C1,Explore Your Career and Build Your Toolkit,19,4,18,4.56,95%,2015
Spring,"Mandolese, Jennifer",SM209,C1,Career Management Seminar 2 (intensive),45,3.58,44,4.59,85%,2015
Fall,"Mandolese, Jennifer",SM209,D1,Explore Your Career and Build Your Toolkit,30,3.97,30,4.73,77%,2015
Spring,"Brunelle, Kristina",SM209,D1,Career Management Seminar 2 (intensive),42,3.98,42,4.9,89%,2015
Spring,"Mandolese, Jennifer",SM209,E1,Career Management Seminar 2 (intensive),16,4.44,16,4.94,59%,2015
Fall,"Anastasi, Tom",SM209,E2,Explore Your Career and Build Your Toolkit,23,4.3,22,4.73,56%,2015
Fall,"Mandolese, Jennifer",SM209,E3,Explore Your Career and Build Your Toolkit,40,3.5,39,4.64,77%,2015
Spring,"French, James",SM209,F1,Career Management Seminar 2 (intensive),22,4.5,23,4.91,81%,2015
Spring,"Sullivan, Richard",SM209,G1,Career Management Seminar 2 (intensive),27,3.33,27,4.59,66%,2015
Spring,"Bartlett, Todd",SM209,H1,Career Management Seminar 2 (intensive),35,3.66,35,4.4,70%,2015
Spring,"French, James",SM209,I1,Career Management Seminar 2 (intensive),22,4.55,23,4.83,58%,2015
Spring,"Anastasi, Tom",SM209,J1,Career Management Seminar 2 (intensive),23,3.83,22,4.45,52%,2015
Fall,"Adduci, John",SM209,L2,Explore Your Career and Build Your Toolkit,33,3.7,32,4.16,70%,2015
Spring,"Kean, Mark",SM221,A1,Probabilistic & Statistical Decision Making for Management,261,4.34,260,4.81,71%,2015
Summer,"Kean, Mark",SM221,A1,Probabilistic & Statistical Decision Making for Management,39,4.41,39,4.85,83%,2015
Summer,"Kean, Mark",SM221,A2,Probabilistic & Statistical Decision Making for Management,48,4.58,48,4.92,84%,2015
Summer,"Parker, Kenneth",SM221,A3,Probabilistic & Statistical Decision Making for Management,14,4.71,14,4.79,100%,2015
Spring,"Parker, Kenneth",SM221,B1,Probabilistic & Statistical Decision Making for Management,36,3.86,36,4.22,64%,2015
Summer,"Parker, Kenneth",SM221,B1,Probabilistic & Statistical Decision Making for Management,21,4.52,21,4.81,84%,2015
Spring,"Parker, Kenneth",SM221,B2,Probabilistic & Statistical Decision Making for Management,48,4.23,48,4.5,91%,2015
Spring,"Kean, Mark",SM221,B3,Probabilistic & Statistical Decision Making for Management,44,4.55,44,4.89,81%,2015
Spring,"Kean, Mark",SM221,B4,Probabilistic & Statistical Decision Making for Management,40,4.53,40,4.85,73%,2015
Spring,"Kean, Mark",SM221,B5,Probabilistic & Statistical Decision Making for Management,43,4.37,43,4.67,77%,2015
Spring,"Kean, Mark",SM221,B6,Probabilistic & Statistical Decision Making for Management,45,4.47,45,4.93,82%,2015
Spring,"Kadets, Barry",SM221,B7,Probabilistic & Statistical Decision Making for Management,27,4.52,27,4.44,71%,2015
Summer,"Foster, Meghan",SM221,DC,Probabilistic & Statistical Decision Making for Management,0,,0,,0%,2015
Spring,"Lin, Shuheng",SM222,A1,Modeling Business Decisions & Market Outcomes,26,3.69,26,3.38,79%,2015
Summer,"Osher, Keith",SM222,A1,Modeling Business Decisions & Market Outcomes,31,4.23,31,4.1,89%,2015
Summer,"Osher, Keith",SM222,A2,Modeling Business Decisions & Market Outcomes,40,4.18,41,4.39,82%,2015
Spring,"Geissler, Kimberley",SM222,B1,Modeling Business Decisions & Market Outcomes,41,3.73,41,3.8,84%,2015
Spring,"Ito, Koichiro",SM222,C1,Modeling Business Decisions & Market Outcomes,41,3.93,41,4.07,91%,2015
Spring,"Cortes, Patricia",SM222,D1,Modeling Business Decisions & Market Outcomes,37,4.35,38,4.61,69%,2015
Spring,"Geissler, Kimberley",SM222,E1,Modeling Business Decisions & Market Outcomes,49,3.96,49,4.27,89%,2015
Spring,"Agha, Leila",SM222,F1,Modeling Business Decisions & Market Outcomes,41,4.12,41,4.17,77%,2015
Spring,"Chan, Julian",SM222,G1,Modeling Business Decisions & Market Outcomes,42,3.5,42,3.69,79%,2015
Spring,"Ito, Koichiro",SM222,H1,Modeling Business Decisions & Market Outcomes,39,4.23,40,4.68,71%,2015
Spring,"Agha, Leila",SM222,I1,Modeling Business Decisions & Market Outcomes,39,4.33,38,4.45,78%,2015
Spring,"Ito, Koichiro",SM222,J1,Modeling Business Decisions & Market Outcomes,9,4.22,10,4.8,64%,2015
Spring,"Agha, Leila",SM222,K1,Modeling Business Decisions & Market Outcomes,25,4.2,25,4.44,68%,2015
Fall,"Randall, David",SM233,A1,Honors Program Sophomore Colloquium,28,4.61,28,4.71,93%,2015
Fall,"Starrett, Jung",SM308,A1,Implement Your Career Plan,20,3,20,4.5,63%,2015
Spring,"French, James",SM308,A1,Career Management Seminar 3,17,3.18,17,4.59,85%,2015
Fall,"French, James",SM308,A2,Implement Your Career Plan,36,3.33,36,4.39,78%,2015
Fall,"Silver, Ronit",SM308,B1,Implement Your Career Plan,45,3.58,46,4.7,76%,2015
Spring,"Sullivan, Elaine",SM308,B1,Career Management Seminar 3,40,3.6,39,4.54,95%,2015
Fall,"Sullivan, Elaine",SM308,B2,Implement Your Career Plan,38,3.55,38,4.53,81%,2015
Fall,"Starrett, Jung",SM308,C1,Implement Your Career Plan,37,2.92,36,4.44,61%,2015
Spring,"Deacon Carr, Sandra",SM308,C1,Career Management Seminar 3,26,3.08,27,4.63,74%,2015
Fall,"Deacon Carr, Sandra",SM308,C2,Implement Your Career Plan,41,3.51,41,4.78,68%,2015
Spring,"Deacon Carr, Sandra",SM308,C2,Career Management Seminar 3,36,3.06,35,4.43,86%,2015
Fall,"Sullivan, Elaine",SM308,C3,Implement Your Career Plan,45,2.91,44,3.27,78%,2015
Fall,"Deacon Carr, Sandra",SM308,C4,Implement Your Career Plan,11,3.45,11,4.82,18%,2015
Fall,"Sullivan, Elaine",SM308,D1,Implement Your Career Plan,36,3.19,37,3.84,64%,2015
Fall,"Rayel, Victoria",SM308,D2,Implement Your Career Plan,39,2.95,39,4.28,68%,2015
Fall,"Sullivan, Elaine",SM408,A1,Launch Your Career,28,2.61,28,4.25,74%,2015
Fall,"Sullivan, Elaine",SM408,A2,Launch Your Career,12,3.5,12,4.75,41%,2015
Fall,"French, James",SM408,B1,Launch Your Career,17,3.76,17,4.65,77%,2015
Fall,"McCormack, Kristen",SM453,A1,Management Honors Seminar,22,4.55,22,4.68,100%,2015
Spring,"Grodal, Stine",SM454,A1,Management Honors Seminar: Managing Creativity and Innovation,13,3.92,13,4.46,81%,2015
Fall,"Smith, Donald",SM455,A1,Management Honors Seminar,7,4.43,7,4.43,88%,2015
Spring,"Joglekar, Nitin",SM456,A1,Management Honors Seminar:,9,4.44,9,4.67,90%,2015
Fall,"Anderson, Joshua",AC221,A1,Financial Accounting,28,3.07,27,3.07,68%,2016
Spring,"Li, Lynn",AC221,A1,Financial Accounting,41,4.37,41,4.56,82%,2016
Summer,"White, James",AC221,A1,Financial Accounting,37,4.11,37,4.3,82%,2016
Summer,"Porter, Tom",AC221,A2,Financial Accounting,34,4.5,35,4.74,77%,2016
Fall,"Schino, Rosalba",AC221,B1,Financial Accounting,30,4.1,30,4.2,91%,2016
Spring,"Dugan, Katherine",AC221,B1,Financial Accounting,40,4.38,40,4.63,91%,2016
Summer,"Porter, Tom",AC221,B1,Financial Accounting,38,4.45,40,4.68,90%,2016
Fall,"White, James",AC221,C1,Financial Accounting,27,3.93,27,4.3,59%,2016
Spring,"Keating, Elizabeth",AC221,C1,Financial Accounting,46,4.37,46,4.54,85%,2016
Fall,"Packard, Matthew",AC221,D1,Financial Accounting,38,4.32,37,4.32,83%,2016
Spring,"Keating, Elizabeth",AC221,D1,Financial Accounting,37,4.35,37,4.54,95%,2016
Fall,"Sun, Estelle Yuan",AC221,E1,Financial Accounting,37,4.14,37,4.16,93%,2016
Spring,"Hagigi, Moshe",AC221,E1,Financial Accounting,40,4.48,40,4.43,77%,2016
Fall,"Anderson, Joshua",AC221,F1,Financial Accounting,33,3.36,33,3.03,66%,2016
Spring,"Li, Lynn",AC221,F1,Financial Accounting,42,4.36,42,4.67,93%,2016
Fall,"Packard, Matthew",AC221,G1,Financial Accounting,50,4.14,50,4.36,94%,2016
Spring,"White, James",AC221,G1,Financial Accounting,30,4.2,31,4.52,79%,2016
Fall,"Grueter, Richard",AC221,H1,Financial Accounting,34,2.91,34,2.71,74%,2016
Spring,"Anderson, Joshua",AC221,H1,Financial Accounting,20,2.35,20,2.35,57%,2016
Fall,"Anderson, Joshua",AC221,I1,Financial Accounting,39,3.31,39,2.95,72%,2016
Spring,"Anderson, Joshua",AC221,I1,Financial Accounting,37,2.81,37,2.38,80%,2016
Fall,"Rosario, Franklin",AC221,J1,Financial Accounting,26,2.73,26,1.65,79%,2016
Spring,"Schino, Rosalba",AC221,J1,Financial Accounting,40,3.98,40,4.13,87%,2016
Fall,"Hagigi, Moshe",AC221,K1,Financial Accounting,43,4.12,42,4.43,90%,2016
Fall,"White, James",AC222,A1,Managerial Accounting,37,4.35,36,4.5,88%,2016
Spring,"White, James",AC222,A1,Managerial Accounting,28,4,28,4.5,76%,2016
Summer,"Doherty, Patricia",AC222,A1,Managerial Accounting,26,4,27,4.04,59%,2016
Summer,"Doherty, Patricia",AC222,A2,Managerial Accounting,30,3.63,30,3.63,56%,2016
Fall,"Sabin, Gregory",AC222,B1,Managerial Accounting,21,4.57,21,4.86,95%,2016
Spring,"Andrade, Donald",AC222,B1,Managerial Accounting,16,4.13,16,4.56,76%,2016
Summer,"Asadoorian, Ann Marie",AC222,B1,Managerial Accounting,42,4.38,42,4.76,89%,2016
Fall,"Azer, Andrew",AC222,C1,Managerial Accounting,40,4.48,40,4.53,89%,2016
Spring,"Doherty, Patricia",AC222,C1,Managerial Accounting,4,3,4,3,33%,2016
Fall,"Russell, Alan",AC222,D1,Managerial Accounting,12,3.67,12,3.58,57%,2016
Spring,"Asadoorian, Ann Marie",AC222,D1,Managerial Accounting,47,4.23,46,4.63,89%,2016
Fall,"Andrade, Donald",AC222,E1,Managerial Accounting,32,4.41,32,4.59,70%,2016
Spring,"Andrade, Donald",AC222,E1,Managerial Accounting,37,4.51,37,4.84,82%,2016
Fall,"Azer, Andrew",AC222,F1,Managerial Accounting,47,4.11,47,4.6,82%,2016
Spring,"Doherty, Patricia",AC222,F1,Managerial Accounting,27,3.78,27,3.85,68%,2016
Fall,"Andrade, Donald",AC222,G1,Managerial Accounting,14,4,13,4.23,64%,2016
Spring,"Asadoorian, Ann Marie",AC222,G1,Managerial Accounting,49,3.76,48,4.25,86%,2016
Fall,"Sabin, Gregory",AC222,H1,Managerial Accounting,31,4.65,30,4.8,66%,2016
Spring,"Doherty, Patricia",AC222,H1,Managerial Accounting,35,3.66,34,3.5,65%,2016
Fall,"Asadoorian, Ann Marie",AC222,I1,Managerial Accounting,38,4.39,38,4.68,79%,2016
Spring,"Asadoorian, Ann Marie",AC222,I1,Managerial Accounting,47,4.15,47,4.51,92%,2016
Fall,"Asadoorian, Ann Marie",AC222,J1,Managerial Accounting,47,4.32,48,4.63,85%,2016
Spring,"Doherty, Patricia",AC222,J1,Managerial Accounting,23,3.7,23,3.78,66%,2016
Fall,"Asadoorian, Ann Marie",AC222,K1,Managerial Accounting,28,4.29,28,4.57,88%,2016
Spring,"Asadoorian, Ann Marie",AC222,K1,Managerial Accounting,26,4.27,26,4.69,76%,2016
Fall,"Packard, Matthew",AC347,A1,Intermediate Accounting I,38,4.45,38,4.55,86%,2016
Spring,"Packard, Matthew",AC347,A1,Intermediate Accounting I,33,4.58,34,4.5,70%,2016
Fall,"Packard, Matthew",AC347,B1,Intermediate Accounting I,31,4.52,31,4.65,82%,2016
Spring,"Packard, Matthew",AC347,B1,Intermediate Accounting I,30,4.5,30,4.5,67%,2016
Summer,"Crowley, Mark",AC347,B1,Intermediate Accounting I,19,4.79,17,4.82,83%,2016
Fall,"Hagigi, Moshe",AC348,A1,Intermediate Accounting II,32,4.28,32,4.28,67%,2016
Spring,"Hagigi, Moshe",AC348,A1,Intermediate Accounting II,28,4.61,28,4.39,90%,2016
Fall,"Hagigi, Moshe",AC348,B1,Intermediate Accounting II,41,4.37,41,4.34,77%,2016
Spring,"Hagigi, Moshe",AC348,B1,Intermediate Accounting II,18,4.56,18,4.61,86%,2016
Fall,"Brochet, Francois",AC414,A1,Financial Statement Analysis,32,4.69,32,4.81,68%,2016
Spring,"Riedl, Edward",AC414,A1,Financial Statement Analysis,22,4.95,22,5,96%,2016
Fall,"Brochet, Francois",AC414,B1,Financial Statement Analysis,16,5,16,4.88,80%,2016
Spring,"Riedl, Edward",AC414,B1,Financial Statement Analysis,26,4.92,26,4.96,93%,2016
Spring,"Packard, Matthew",AC430,A1,Accounting Research,25,3.6,25,4,83%,2016
Spring,"Packard, Matthew",AC430,B1,Accounting Research,25,3.28,25,3.84,89%,2016
Spring,"Smith, Michael",AC445,A1,Advanced Managerial Accounting,25,4.12,25,4.16,89%,2016
Fall,"Kaufman, Peter",AC469,A1,Principles of Income Taxation I,33,4.52,33,4.58,80%,2016
Spring,"Kaufman, Peter",AC469,A1,Principles of Income Taxation I,20,4.25,20,3.95,87%,2016
Fall,"Kaufman, Peter",AC469,B1,Principles of Income Taxation I,32,4.47,32,4.34,82%,2016
Spring,"Kaufman, Peter",AC469,B1,Principles of Income Taxation I,27,4.07,27,4.22,82%,2016
Summer,"Wilson, Raymond",AC541,A1,Advanced Accounting,6,4.83,6,5,100%,2016
Spring,"Wilson, Raymond",AC541,B1,Advanced Accounting,15,4.6,15,4.73,60%,2016
Fall,"Wass, Russell",AC565,A1,Auditing,44,4.93,44,5,92%,2016
Spring,"Wass, Russell",AC565,A1,Auditing,33,4.91,33,5,79%,2016
Summer,"Wass, Russell",AC565,A1,Auditing,5,5,5,5,63%,2016
Spring,"Wass, Russell",AC565,B1,Auditing,23,4.74,23,4.87,88%,2016
Spring,"Kaufman, Peter",AC579,A1,Principles of Income Taxation II,13,3.92,13,4,81%,2016
Fall,"Harper, Trish",ES110,B1,Explore Your Career,35,3.97,35,4.6,95%,2016
Fall,"Dreilinger, Rachel",ES110,C1,Explore Your Career,36,3.86,35,4.51,100%,2016
Fall,"Rayel, Victoria",ES110,D1,Explore Your Career,33,3.73,33,4.48,94%,2016
Fall,"Sevey, Sean",ES110,E1,Explore Your Career,15,4,15,4.6,45%,2016
Fall,"Harper, Trish",ES110,F1,Explore Your Career,29,3.79,29,4.83,85%,2016
Fall,"Rayel, Victoria",ES110,F2,Explore Your Career,32,3.91,32,4.47,94%,2016
Fall,"Wang, Lan",ES215,B1,Explore Your Career and Build Your Toolkit,32,3.78,32,4.25,78%,2016
Fall,"French, James",ES215,C1,Explore Your Career and Build Your Toolkit,30,4.67,29,4.93,81%,2016
Fall,"Mandolese, Jennifer",ES215,D1,Explore Your Career and Build Your Toolkit,35,4.34,35,4.83,80%,2016
Fall,"Anastasi, Tom",ES215,E1,Explore Your Career and Build Your Toolkit,19,4.42,19,4.74,68%,2016
Fall,"Anastasi, Tom",ES215,E2,Explore Your Career and Build Your Toolkit,34,4.24,34,4.85,77%,2016
Fall,"Mandolese, Jennifer",ES215,E3,Explore Your Career and Build Your Toolkit,40,4.38,40,4.8,89%,2016
Fall,"Sullivan, Richard",ES215,L2,Explore Your Career and Build Your Toolkit,30,3.6,30,4.4,83%,2016
Fall,"Ehrenreich, Michelle",ES275,A1,Management Communications,25,4.72,25,4.84,100%,2016
Fall,"Ehrenreich, Michelle",ES275,B1,Management Communications,19,4.58,19,4.74,95%,2016
Summer,"Newell, Cornelia",FE101,A1,Introduction to Finance,50,4.54,51,4.69,83%,2016
Spring,"Bedard, David",FE101,A2,Introduction to Finance,32,4.25,32,4.16,94%,2016
Summer,"Newell, Cornelia",FE101,A2,Introduction to Finance,39,4.44,39,4.67,74%,2016
Spring,"Osher, Keith",FE101,A3,Introduction to Finance,21,4.29,21,4.43,75%,2016
Spring,"Osher, Keith",FE101,A4,Introduction to Finance,13,4.15,13,4.38,100%,2016
Fall,"Roberts, Mark",FE101,B2,Introduction to Finance,31,3.84,32,3.78,70%,2016
Spring,"Chadwick, Theodore",FE101,B2,Introduction to Finance,32,4.38,32,4.53,76%,2016
Fall,"Roberts, Mark",FE101,B3,Introduction to Finance,33,4.36,33,4.58,73%,2016
Spring,"Chadwick, Theodore",FE101,B3,Introduction to Finance,34,4.24,35,4.43,77%,2016
Spring,"Bedard, David",FE101,B4,Introduction to Finance,41,4.63,40,4.75,91%,2016
Spring,"Newell, Cornelia",FE101,B5,Introduction to Finance,36,4.31,36,4.67,80%,2016
Fall,"Chadwick, Theodore",FE101,C2,Introduction to Finance,33,4.03,33,4.09,75%,2016
Spring,"Osher, Keith",FE101,C2,Introduction to Finance,36,4.08,36,4.44,95%,2016
Fall,"Chadwick, Theodore",FE101,C3,Introduction to Finance,36,4.28,36,4.19,80%,2016
Spring,"Osher, Keith",FE101,C3,Introduction to Finance,32,4.22,32,4.66,84%,2016
Spring,"Newell, Cornelia",FE101,C4,Introduction to Finance,41,4.39,42,4.81,91%,2016
Spring,"Fox, John F.",FE101,C5,Introduction to Finance,42,4.07,42,3.79,98%,2016
Fall,"Roberts, Mark",FE101,D2,Introduction to Finance,33,4.06,33,4.36,72%,2016
Spring,"DeVoy, John",FE101,D2,Introduction to Finance,36,4.56,36,4.92,92%,2016
Fall,"Newell, Cornelia",FE101,D3,Introduction to Finance,33,4.03,34,4.5,73%,2016
Spring,"DeVoy, John",FE101,D3,Introduction to Finance,33,4.58,34,4.88,89%,2016
Fall,"Bedard, David",FE101,D4,Introduction to Finance,41,4.34,42,4.74,89%,2016
Spring,"Chadwick, Theodore",FE101,D4,Introduction to Finance,40,4.53,40,4.6,89%,2016
Spring,"Chadwick, Theodore",FE101,D5,Introduction to Finance,36,4.39,36,4.39,88%,2016
Spring,"Newell, Cornelia",FE101,D7,Introduction to Finance,27,4.56,27,4.78,63%,2016
Fall,"Chadwick, Theodore",FE101,E2,Introduction to Finance,33,3.88,33,4.3,75%,2016
Spring,"Fox, John F.",FE101,E2,Introduction to Finance,35,4,35,4.2,90%,2016
Fall,"Chadwick, Theodore",FE101,E3,Introduction to Finance,36,4.31,36,4.39,78%,2016
Spring,"Fox, John F.",FE101,E3,Introduction to Finance,31,4.29,31,4.13,89%,2016
Fall,"Bedard, David",FE101,E4,Introduction to Finance,39,4.28,39,4.62,87%,2016
Spring,"DeVoy, John",FE101,E4,Introduction to Finance,45,4.64,45,4.96,100%,2016
Fall,"Newell, Cornelia",FE101,E5,Introduction to Finance,32,4.31,32,4.75,71%,2016
Spring,"DeVoy, John",FE101,E5,Introduction to Finance,42,4.55,42,4.9,93%,2016
Spring,"Wheeler Ott, Ashley",FE101,E6,Introduction to Finance,31,4.03,30,3.87,79%,2016
Spring,"Newell, Cornelia",FE101,E7,Introduction to Finance,35,4.34,35,4.69,90%,2016
Fall,"Chadwick, Theodore",FE323,A1,Financial Management,35,4.49,36,4.39,97%,2016
Spring,"Chadwick, Theodore",FE323,A1,Financial Management,47,4.45,47,4.4,96%,2016
Fall,"Roberts, Mark",FE323,A2,Financial Management,46,4.48,45,4.67,96%,2016
Spring,"Griner, Kathryn",FE323,A2,Financial Management,46,4.7,45,4.62,94%,2016
Fall,"Sabin, Gregory",FE323,A3,Financial Management,37,3.95,37,3.81,97%,2016
Spring,"DeVoy, John",FE323,A3,Financial Management,44,4.95,45,4.91,90%,2016
Fall,"Fox, John F.",FE323,A4,Financial Management,42,4.62,42,4.81,88%,2016
Spring,"Newell, Cornelia",FE323,A4,Financial Management,49,4.59,48,4.85,98%,2016
Fall,"Griner, Kathryn",FE323,A5,Financial Management,37,4.62,37,4.59,100%,2016
Fall,"Chadwick, Theodore",FE323,B1,Financial Management,36,4.58,36,4.67,97%,2016
Spring,"Chadwick, Theodore",FE323,B1,Financial Management,34,4.74,35,4.74,87%,2016
Fall,"Roberts, Mark",FE323,B2,Financial Management,38,4.5,38,4.66,100%,2016
Spring,"Griner, Kathryn",FE323,B2,Financial Management,48,4.54,48,4.6,96%,2016
Fall,"Sabin, Gregory",FE323,B3,Financial Management,45,4.69,46,4.76,98%,2016
Spring,"DeVoy, John",FE323,B3,Financial Management,46,4.87,45,4.96,98%,2016
Fall,"Fox, John F.",FE323,B4,Financial Management,45,4.69,44,4.89,100%,2016
Fall,"Griner, Kathryn",FE323,B5,Financial Management,36,4.58,36,4.58,97%,2016
Fall,"Newell, Cornelia",FE323,B6,Financial Management,39,4.74,39,4.97,100%,2016
Fall,"Welch, James",FE427,A1,International Financial Management,28,4.29,29,4.48,85%,2016
